Text,Label
"Omg... @dramainvestigat OBVIOUSLY THE CHINESE COMMUNIST PARTY DELIBERATELY RELEASED THIS #COVIDー19- 1 HOUR AGO THEY REOPENED THE WUHAN SEAFOOD WET MARKET, WHERE THE FUCKIN VIRUS STARTED‼️👿🇨🇳🖕 THEY'VE totally FUCKED AUSTRALIAN 🇦🇺 businesses, just to come in and..",Hate
This fcking Chink gets paid 300 thousand a month and now 400 thousand like wtf,Non-Asian Aggression
@triciaonkiss @tedcruz Oh are you a pyshic can you accurately predict how the virus will kill/ spread or mutate? If not then shut the fuck. #FunFact more people died under Obama from Sars and Ebola then the Chinese Communist Parties Virus,Hate
@mamacat2u @VBeltiz More power to you!  This Chinese virus thing have really shown us who are the crazies and low IQ people are.  I went to Sam's Club and Costco this morning and both stores had lines that wrapped around the building to get inside.  Fuck that! I left disappointed at humanity.,Neutral
"@CNN It's Wuhan Virus, now fuck off",Hate
"@marklevinshow Jiang, another chink in the fake news media armory waiting to disappear without trace. Where do they find these hideous people? It's like the media are on a mission to self destruct. Is that it?",Non-Asian Aggression
#Vietnam and #China have reopened Tan Thanh border crossing in Lang Son for small-scale trade. Those are trucks carrying Vietnamese dragon fruits waiting to cross the border today. Border crossings between the two countries  have been shut fir weeks because of #coronavirus https://t.co/lmReqasxcu,Neutral
@Ilhan We don’t eat bats 🦇 here. It’s from China. The truth is not Racist. In fact every Corona virus 🦠 has come from China. They have killed thousands.,Hate
Media in TV and Internet has make me feel bad too. I start coughing because i was really scared so it results a vomit. I fucking hate because i thought i might get a coronavirus which it was really bad but no! Coronavirus in china is almost gone. Most of the people get recovered.,Neutral
@Gailyfleur @nytimes Communism created wet markets in Wuhan where the virus originated... Communism starved millions from the 40s-70s in the SU and China. Congrats on baseball and cigars! Other than that eat your state run media shit you fucking low life communist cunt,Hate
The world should force China to close or regulate these. Whole world is in danger over this shit.,Hate
"@HuXijin_GT US is short on mask cuz China was importing masks from around the world as they were exporting virus upon the world from Wuhan Celebration, telling the world - no human to human contraction. China hoarded masks from the world to watch them die. Charge CCP with crimes to humanity!",Hate
@rww_gop @GOP @realDonaldTrump Hospitals are empty. We're born with coronavirus  Wuhan is fake  https://t.co/CBXZnx8fyT  https://t.co/6f1SeWhtm3  #filmyourtown #FilmYourHospital We starve and you fight fake crap How can the protein in my body come from Wuhan It can't You cannot catch a virus or you'd have aids,Non-Asian Aggression
"@americhaos101 @wootendw @eugenegu @realDonaldTrump well, do your research because it came from Kansas America. Calling the Chinese Virus after 2 months of knowing about the virus is not about location, but aggression. Whether or not it is racist, people get hurt, distracts from the failure of Trump",Non-Asian Aggression
"Please stop with the bullshit people. Stop calling this the ""Chinese virus"" or the ""asian virus"" stupid bitches. Help instead of hurting.",Counterhate
Yes maximum money donated by Hindus will be spent on these treatment of these #coronavirus infected muslim pigs. Thats indian secularism. Muslim filth can never improve #CoronaJihadis #CoronaJihaad #ChineseBioterrorism #NizamuddinIdiots #TablighiJamatVirus @narendramodi,Non-Asian Aggression
@HuXijin_GT just another example of what piece of shit liars you people are. https://t.co/zbFSuHyEgR. #ChinaLiedPeopleDied #fukchina #BoycottChina,Hate
"@ The US people has been killed enormously with Chinese killing virus!We are in a hurry to increase Ekmo production,especially with respiratory failure!Seems to be deceive with Interleukin administration by Cytokinestorm!Administer Avigan early! https://t.co/gBRGyTnrSi",Hate
I'm convinced @SpeakerPelosi has the Wuhan Kung Flu virus. She has been bat-shit crazy for the past 3 years.,Non-Asian Aggression
@Steamro60877506 @mkramarz1 @thebradfordfile @realDonaldTrump Only enemy is virus. We didn’t mean to spread virus. We are sorry. But most western media is fucking fake about China. Come and see China is only way to find out Chinese secrets.,Counterhate
"@RashidaTlaib The ban on travel was racist and the virus response is racist, the pattern here is that Ratshit is the racist clown.  Everyone is hurting because of this Chinese virus response. It's because you ass clowns want the country on lock down to pander to these kinds of divisions.",Non-Asian Aggression
"Um, I know this is random...but does anyone see how any of this shit is plugged in and working? wtf? lol #china #Coronavirus https://t.co/jFyFSQ9q3n",Neutral
"@realDonaldTrump Mr. President we need to put America back to work enough of the bullshit this #ChineseVirus is weak, there is no need to shut this country down ""The cure is worse than the disease"" #AmericaNeedsToWork just do it Mr. President open this country up we got ur back",Neutral
#celebsnobs Be fucking grateful you even got that. I wouldn't even allow you in the coutnry since you knew what the fuck was going on with #Wuhanvirus https://t.co/oNWcnBn2nD,Neutral
"@dbongino FYI: you sound stupid calling it The Wuhan Virus. Give it up, nobody's calling it that but racists.",Counterhate
"@charliekirk11 Its no coincidence that a guy who is promoting Trump's racist wall chooses to call the COVID-19 virus ""China Virus.""    If there's one thing that Trump has accomplished, its emboldening the racists to not even try to hide their bigotry.",Counterhate
@timthegrate You need mental help. You are insinuating that China virus didn't come from China and that it's racist to say it is. Don't act stupid. No threats here. Society will reject Chinese sympathising traitors like you once this is over. People like you are has beens.,Hate
"@JeffreeStar @Lynizzle_ So this is how keeps his fans 😂 mf’ker can say spick, n*ggers, chink and still keep his status. Genius",Neutral
"@rose_k01 Gov. Murphy said it best that the hate and racist behaviors YOU perpetuate are unacceptable..  ""There's a special hell for people like you.""  Chinese virus?  It's called coronavirus and COVID-19 is a variation of that virus.  Your ignorance might be more uglier than your face.",Counterhate
"@rameentweets How about grow the fuck up, and stop being a baby about it. Chinese virus is not racists.  You are fine calling Chinese food Chinese food, You are a brainwashed Idiot.",Hate
@Imamofpeace it is Chinese virus sir... Haven't it killed the number of people you want it to kill before you release the vaccine??,Hate
@TMZ Nielsen TV Ratings racist manager called an employee a chink.  Nielsen didn't fire him.  Also look at the racist tweets from Nielsen employee Tate! #tmz thoughts? @davidwkenny doesn't care to comment. #boycottamazon and Nielsen ratings! https://t.co/vtmYg18py0,Counterhate
"@_naimani No, calling it the Chinese Corona Virus is not racist. Historically speaking, diseases of this magnitude are named after the country or region they originate from. Also, whats wrong about holding the country accountable for their lack of food and animal regulation since its been",Hate
"@washingtonpost Are you fucking serious??  You stupid ass liberals, total morons and socially awkward.  Chinese Virus shuts our businesses down, what the fuck did you think would happen to the economy?  Parasites.",Hate
"Very sad , please take this shit Seriously #ChinaVirus  https://t.co/E6nzd4LpT6",Neutral
"@MelindaMann01 @PoliceBelief @jennyleong @JaneCaro The virus ORIGINATED in Wuhan, China. By originated I mean ""began"", and this ties to geography not people. Only a complete racist could interpret the geograpical naming of a noteworthy event as racism.  What next, those government mandated ""made in China"" stickers are racist too?",Hate
"People have got to STOP calling this the Chinese Virus! It’s racist as hell &amp; gets people of Asian decent who were born in America beat up &amp; killed! Shows that @realDonaldTrump is a RACIST THUG! He “says” he does, but how do we know! Charges Secret Service Double @ his Hotels!",Counterhate
@Shiva_Om8 @globaltimesnews Is this Indian? What a disgusting race The reason why the British didn't kill you is because you are the inferior race for coolie 🤢🤮🤮🤮 https://t.co/Hyn3bIPrSK,Non-Asian Aggression
Fuck China! That mother powerhouse lacks regulatory compliance - Influx of Chinese companies in USA has made it difficult for small AMERICAN business to thrive.- WE WANT TO MANUFACTURE EVERYTHING,Hate
Dr. Fauci on hydroxychloroquine to treat coronavirus: Be careful before making a 'majestic leap' https://t.co/z0f1zc9g0v #FoxNews WHAT THE FUCK IS WRONG WITH THIS LIBERAL QUACK!? this POS is zapping all hope from those suffering from #ChineseVirus . He needs to go ASAP,Non-Asian Aggression
"@MariaBartiromo @MorningsMaria @FoxBusiness Remember, on January 14, WHO said corona virus could not transmit from human to human. A week later, on January hardy 23, China locked down Wuhan and the entire country in subsequent days.",Neutral
fucking asshole Chinese destroyed everything with their fucking damn culture . fuck you . fuck you . fuck you . #fuckchina,Hate
Everyone keeps talking about what the Chinese stole from us with this virus but they always fail to mention the fact that China stole the good ole days of shit tweeting and funny memes.,Hate
Niggas in China sneezing on boof carts to add a spice of Corona Virus https://t.co/p6ywjDUvv7,Hate
@AmbassadorRice @mitchellreports The POTUS does not have an issue with black women. Enough of the race-baiting crap. The real racist is you Susan. And it is not racist-baiting to call it the Wuhan virus. Where did it originate Susan? Why are you pushing China's propaganda? China is our enemy. #RacistRice,Hate
"Lol, shut your ass up you fat covid 19 virus having fat chinese elephant. What are you the asain tubby emu?? LOL. Dont talk about other peoples looks when you look like you come out of fish hooks you fat obese milo LMAO. Lol sit down four eyed overweight f@ggot LMAOOO. https://t.co/9H0L27iglC",Hate
@LeeooZeng @ChinaDaily Mother Fucking #chinesevirus,Hate
"Fuck off you mother fucking, reptile eating chinks! You have lost the world's respect you murdering cunts!",Hate
"Japanese gov announced that gov send 2 pcs of Gaze masks to every household to protect from #COVID19.  They ll spend tons of tax to send only 2 garvage.  Nobody want this piece of shit.  Whoever decide this delivery shit, they are useless and retarded. #WuhanVirus #coronavirus https://t.co/zoq3mOxgF8",Non-Asian Aggression
#AfricansAreNotLabRats those French racist doctors should be infected with the Chinese virus then let the vaccine be tried on them..piece of shit,Non-Asian Aggression
@ChangshaCity fucking #chinesevirus,Hate
@KBQgfGxuZi0DOOo Fuck your mouth shut #ChineseVirus,Hate
@TomTugendhat @itvnews @Channel4News @HouseofCommons @vicderbyshire @afneil @AndrewMarr9 @PaulBrandITV @govuk @10DowningStreet @MattHancock @UKHouseofLords Yet Tory gov just focused on kissing #CCP ass &amp; never really taken this #ccpvirus seriously till now. Blood on their hands,Hate
@JohnWHuber Wow...Acosta is a racist. Wuhan Coronavirus....that's horribly racist.,Counterhate
@HuXijin_GT Stay hygienic in your eating habit Chinese filth... you have given this virus to the world with your filthy habits,Hate
"If I could take a time machine back six months I wouldn't have stopped most things, including the Wuhan Lab-rat Bat-fuck bio-weapon virus or any personal hurts, but I'd damn well put a stop to that fucking Bob Dylan song with all the ardor left in my now ever-shrinking testicles.",Hate
"@Chris_V_C_M @JCACharles @olikolokolo @owillis @SenJohnKennedy https://t.co/nAsaouf10j  Australia is forbidding any Chinese to enter now, that's called border controls. Since they are an island it's easier. Now go call them racist you moron, hahahahahahahahaha. Stupid old liberals, Trump just keeps winning too😝😝😝",Hate
Looks like a good place to voice some opposition to the filth and corruption that is the CCP!,Non-Asian Aggression
"Karma is a bitch?  Feb 4th, Korea donated 1.5 million masks, protective clothing and $ to China. https://t.co/xwvwO9Q4ca  But by Feb 27th, China claims that Korea (out of mask raw material) has more new cases/day than ex-Hubei China so need 14d quarantine. https://t.co/ZLYAYkUlQT",Neutral
"@LHGHKG @RyanAFournier @Aloha88617098 true ""shit"" #BoicoteAChina #chinazi  #StandWithHongKong #ChineseWuhanVirus #ChinaLiedAndPeopleDied #ChinaLiedPeopleDied #ChineseVirusCorona #chinaVirusMadeInChina #ChinaMustPay #ChinaWuhanVirus",Neutral
@hrtablaze @Rossmac212 They need wiping off face of the planet 🤢🤢..they need fuckin for wot they have done to rest of the world #vlie bastards #fuckchina,Hate
"Calling it the ""Chinese Coronavirus"" repeatedly is unnecessary, bordering on racist dogwhistling, Tucker Carlson. Why do you always seem to do that, Tucker? What the fuck, Tucker? #TuckerCarlson",Counterhate
@lxy1919 @jitu12366 @Mavrck11 @zlj517 I heard u Chinese people have corona virus #ChineseVirus19  in ur ass.... Get that tested....otherwise....😂😂😂 Sali bhadvi,Hate
": In reference to the #Coronavirus , this is just a reminder for the people to not be a complete ass and discrimante against all the Asians in the world simply because the virus itself came from China. (1/2)",Counterhate
"@Hanns_Alexander @campbellclaret @BorisJohnson @realDonaldTrump So I'm one of those nasty racists who call a virus, originating in China, a Chinese virus. You're a politically correct dick with his head stuck firmly up his arse, destined never to see the light of day again",Hate
Remember when people actually thought China had their shit together and was doing the right things. Should have known better because they are incapable of doing anything remotely morally correct. #FuckChina,Hate
@chenweihua It’s ccp virus(NOT CHINESE or CHINA)which killed those innocent all around world...it’s ccp’s dirty and inhumanity plan which is still killing more innocent people all around world...evil ccp must be punished for a better life of all chinese as well as the rest of world people...,Hate
"@KatyaTaylor I haven't seen the film! Maybe a good time to rectify this. Thanks, Catherine. Sad we can't chink glasses this year. See you on YouTube!",Neutral
I totally agree and I also say Fuck China for letting the filth and the going on's in the open markets it's a disgrace and that's where the shit started so yeah it's the Wuhan fucking virus https://t.co/bRBAburmuK,Hate
China got some evil shit up their sleeve,Non-Asian Aggression
@pcy980307 @EvanderYang @JwUydZzLH34j0JH @OFtLuFO1n7aonsS @PDChina We fuck ur mother and sister both at a time when u r present and watching fucked both by us....fuck chinese and ur chinese virus covid19,Hate
"Not to point fingers, but Hillary Clinton/Obama is who got us in bed with China, remember? However, we owed the Chinese so much money from former administrations that they made a deal. We buy your shit and you don’t call your marker. Politicians from both sides are 💩",Non-Asian Aggression
"Canada, China and the U.S., knew  about this #coronavirus by the end of Dec. All of the early Dec. reports confirmed this. Follow the limited bread crumbs left on the internet. The real shit is being scrubbed clean as we speak. This is a bioengineered virus.",Neutral
"@heungheu I like Asian American, but this lady must call chink! Her behaviors make everyone nauseating! Mother Fucker",Hate
"@reaoDonaldTrump That's more like it, ya doss chinky cunt, now stick your middle finger up your arse. 👍🏾",Non-Asian Aggression
"@ABCPolitics so now we are supposed to believe that Italy, France and the US have more deaths from the #Wuhan Virus than Wuhan....lol, I call Bull shit! https://t.co/jiWzpxYfrp",Neutral
"@_ReaalAmerican_ @AOC The only thing ""reaal"" about you is how far up AOC's ass yo go...  A small collection of news headlines earlier this year down playing the Wuhan China Laboratory Bat Shit virus⬇️ https://t.co/shhlBh31aH",Hate
"__""Chinese"" or ""Wuhan"" Not racist.  What is Racist? __""ChinkyBat Virus.""",Hate
@Frontalfire I m telling you this is the plan pull out army from border and let chink n pak occupy heights.. This the plan,Neutral
"@dcpurcell @ToddAbshire @WPatriot2 @Maria_Garcia_US @Canadiancovfefe @colemarisa49 @us_poll @robin_ked @Kintu3 @StuBeale @melchizedekwife @Lynnielee5 @CdnVsFascism @LisaJanelle68 @Suziegarrabrant @WeeDiBlue @carolva97910854 @NovusStarman2 @daxalvarado19 @Trump2034553443 @DuriavigRobert @BillieCotter @Lauramo92212760 @Janinepolitic @CraigGWelch @BigdNv @fdf927020e2b4ac @Ginger41877629 @NewsMassCentral @Rebashoenfelt1 @KateHun49524279 @o_marianne @Swamp_Fox17 @Mikala007007 @IamAllOutOfGum @YHublet @PeterBo04372810 @angt_trost @ThndersRage @RagesFury @HEAVENSARMY4 @GregoryJHall1 @AndrewArgh @MagickalG @francesme @eaglesdontfloc2 @BehneMatthew @rbhumble @liltilgerlil And who's fault is that, America's? China is obsessed with power! They have Napoleonic Complex!  Both Great Britain &amp; Japan conquered them! They saw America &amp; then Soviet Union as Super Powers &amp; are envyous! Who's to say ""coronavirus"" isn't population control to remove the weak ?",Neutral
WHO official refuses to acknowledge Taiwan https://t.co/5gO9QKp0We via @newscomauHQ FUCK THE CHINESE GOVERNMENT!!! AND FUCK THE CHINESE VIRUS 🦠 THE CHINESE ARE A VIRUS 🦠 THEMSELVES!!!,Hate
@Rafay000 Rafay000’s thought process: *First I’ll laugh so I’ll appear confident then I’ll say something that’ll trigger them slanty eyed snowflakes. ooo maybe I’ll say chink! Ooo and retard too! Then I’ll say I love it in order to piss this them off more!*  Yawn you’re the joke 😉,Hate
"China infects Canada with the COVID19 virus killing hords of Canadians. Is Trudeau pist, hell no! He gives China 16 tons of medical PPE!  Geeez!  No Hauwei in Canada! Payback us a bitch, Xi  I agree with you Charlie!  No more pay for access with Trudeau! Xi!",Hate
Australia is now awakened. This man fucking at ccp office in Australia.  @robert_spalding @GuoLibrary @GordonGChang @JenniferHYChan,Neutral
"@jling_lee @Exdeeee1 @HuXijin_GT Hello World, Chink man is here. We, Chinese Chinks and CCP comrades, would like to apologize to the world. Our founding father Mao Zedong taught that we CCP members had to lie. Thus, we have to engage in falsehood and deception. Forgive us, lest we forge another virus. https://t.co/PTZVX4zoo9",Hate
I’m a real chink when I smile,Neutral
"@TheGreenMaya @AbioticSquare0 @Dave46mUSMC @krucam @_ReaalAmerican_ @AOC How is calling it the chinese virus racist? It literally came from china. Besides, chinese isnt a race it’s a nationality",Hate
"@cnnphilippines exactly, who caused this disease? why is it a pandemic now? Why the Philippines have to suffer because of the #ChinaVirus #WuhanVirush #CCPVirus! Fuck, stop calling it covid yada yada! It's from Wuhan China! https://t.co/niSVFTw06R",Hate
@DonDuque2 @yuqing35813501 @ChinaVirus @XIVirus @ccpvirus Fuck America,Non-Asian Aggression
@johnpavlovitz @realDonaldTrump WAKE THE FUCK UP - is CHINA'S FAULT ALL OF IT!!! Send #TedrosToTheHague for CRIMES to HUMANITY!!! #WHOLiedPeopleDied #CCPVirus  #ChinaIsAsshoe #TaiwanIsNotChina #IStandWithHongKong #CNNiSAssHoe #MSNBCiSAssHoe,Hate
CDC reports Japan's data shows Wuhan virus is 20X more infectious INDOORS than outdoors. @fccpcnigeria @MBuhari @ProfOsinbajo @DrEOEhanire AEDC must attend to its responsibilities to NIG citizens. #COVID19,Neutral
"@WhiteHouse The errors of this tweet. 1.  It’s Covid-19, or CoronaVirus not the “Chinese Virus” that’s racist  2.  “...done a very good job” of what waiting waiting too fucking long?   3.  “...early decision to close the borders” this is not proven!   4.  “Against the wishes of all” ? TBD https://t.co/KNEyurYVkt",Counterhate
"@BryanJackson91 @Theo6777 Bryan’s right. The US media will try to make China look bad throughout all of this cause it’s “the Chinese virus”. If this is true, it’s wrong. But if it isn’t, America looks like complete shi... we already do look like shit but this digs us in a bigger hole of shit",Counterhate
@wikizhiyu @philhenderson @Lord_Sugar Dont worry its going to happen. The world will boycott chinese made shit. The world is sick because of your filthy habits #ChinaLiedPeopleDied,Hate
"@eugenegu @StrangeKingz @realDonaldTrump Oh STFU! If you folks wouldn't stop killing dogs mercilessly, boiling cats alive, we wouldn't have this stuff happening. After Wuhan opened its markets a few days ago, they AGAIN started to eat dogs and cats. Disgusting! #ChineseVirus #WuhanVirus   https://t.co/gfN1lQZJOz",Hate
@zlj517 @_GhulamMustafa_ @MoeedNj @GilaniBehjat @zahaibnabeel @sabena_siddiqi @Jan_Achakzai @ImtiazGul60 @AishaWazerr Green &amp; Orange graph tips suggest a steady retard trend at least for last 2 days.Ten fold recovered. Countries with identical feeding habits hit more. #China #ChinaVirus #Coronavirus @zlj517 @_GhulamMustafa_ @MoeedNj @GilaniBehjat @zahaibnabeel  @ImtiazGul60  @Jan_Achakzai https://t.co/ENyziia4LL,Neutral
"The real situation in #China, #FUCKING YOU TWITTER WHO KEEP REMOVING THE VIDEOS. Retweet and share. FOLLOW ME FOR REGULAR VIDEO UPDATES DIRECT FROM CHINA #coronavirus #coronoavirusoutbreak  #coronaviruswuhan https://t.co/mh4DJ7K2sO  #coronaviruswuhan",Neutral
"What have I been saying weeks ago. WHO is fucked up. They let communist China control them and now shit is about to spin out of control.  BBC News - Coronavirus: 'Narrowing window' to contain outbreak, WHO says https://t.co/MwUo1p70ts",Non-Asian Aggression
"tldr get your flu shot, you're not gonna catch the coronavirus, and fearmongering &amp; snide ""jokes"" about it are directly responsible for ACTUAL HUMAN BEINGS getting shunned and harassed and assaulted just because they ~look asian~  so don't fuckin tell me it isn't racist/xenopobic",Counterhate
The mainstrem media keeps kissing China's ass  https://t.co/6MUHyupxUx,Non-Asian Aggression
"For the whole of April, even @YouTube puts video quality restrictions, as if we were already not having enough of those. This Chinese shit is wrecking my nerves now.  #ChinaLiedPeopleDied  #ChinaLiedHDExperienceDied",Hate
@VanillaGuise @eugenegu Are you kidding me !!?! You are blaming on the president instead of some ass hats get real... it is the Chinese virus and the Chinese government originated it,Hate
Weird shit inside the gold mine....Undercover Investigation Indicates Coronavirus Death Toll in Wuhan Much ... https://t.co/ck7f2HCMGa via @YouTube,Neutral
Why the fuck he is dragging India into this? China is not a saint. They kept quiet about Coronavirus for months.,Hate
Trailer for the new #BladeRunner movie! 😬  #COVID #coronavirus #COVIDー19  #china #WuhanCoronavirus,Neutral
Karma is a real bitch 👏🏻💃🏻🍾🥂🍻🎉🎆 #若然未報時辰未到 #HongKongProtests  #HKPoliceTerrorists  #5DemandsNot1Less #WuhanCoronavius,Non-Asian Aggression
"fairly fucking typical that the ever america-centric leftist take about COVID-19 was “the panic about this is racist” while actual asian countries are at the viral equivalent of DEFCON 1, shutting down schools and major events, and locking down international travel.",Counterhate
"Has .@LindseyGrahamSC had a stroke? Droopy mouth, saggy jowl...  He's on HANNITY saying that the #CoronaVirus is not that big a deal - people are panicking 'cos it's ""exotic &amp; came from China,""&amp; that ""Trump wants to grow the economy...""  These people are fucking idiots.",Non-Asian Aggression
"Someone needs to chill the fuck out. Not to mention the whole ""Wuhan flu"" name is something I've only heard... maybe as of yesterday? The original name as far as I know was coronavirus.",Counterhate
fucked a Chinese girl and found out that she had the coronavirus https://t.co/7W2fcnKphE,Neutral
China (One Of The Most Racist Countries In The World) : U.S. Is Racist for Offering Medical Assistance with Coronavirus https://t.co/NGErf1oaKA via @BreitbartNews,Hate
"@JaneLWilcox @Alyssa_Milano @KimberlyJPI CHINESE CORONA VIRUS per cnn, nyt until it was considered racist by the mob. If a global pandemic started in Montana.. please call it the Montana flu. So reprehensible. Please  Geography is now racist. 2020",Non-Asian Aggression
"@lee17chan ITS FUCKING DISGUSTING LIKE THATS SO FUCKING OUTTA POCKET, FUCK IS WRONG WITH PEOPLE  Deadass were not even Asian and getting shitted on cause they think she is. Like she was automatically connected to the Coronavirus because they think she’s Asian like bitch wtf?!?!?!",Counterhate
HOE DAN? Wuhan 400: Novel predicted coronavirus 40 years ago. https://t.co/CF5HUKL5nA,Neutral
"@JackPosobiec Question 5: can I die from the Coronavirus? A: if you call it anything regarding wuhan or China, you're a racist",Neutral
Fuck China. Time to become a hermit.,Hate
Provide proof bill gates finances a 30 yr old Chinese State run military research lab or #STFU. You don't seek a dialogue you twisted irresponsible snake. You promulgate fear &amp; hatred.,Non-Asian Aggression
@Jay_Qi37__China @EnzoMazak @eille68577793 @andrewbogut Your country ruins the world.  Heard of corona virus. Hope it's wipes out u shit cunts,Hate
Oh fuck. Y’all should’ve kept that shit right tf in China.,Hate
An angel. C-netizens are mad she donated to SK instead? We don't give a fuck. Esp when you bashed the poor girl and now you want her to help you? Shameless. (Fyi not talking about the Chinese patients/those who did nothing just jealous bitches trying to make this political),Non-Asian Aggression
Here for those people who doesnt see people of China as a human who is free to do good. Those who think the good side of china is staged and fake : “fuck u”☺️,Counterhate
Wonder if WHO will do anything or will continue sucking that sweet China dick,Non-Asian Aggression
"You shouldn’t but it because it taste like shit, not because of the virus.. These same morons won’t eat Chinese food either.",Counterhate
"Fucking idiots! It was a death sentence for the 2,130 odd people who fucking died from #coronavirus! #COVID19 #Covid_19 #Coronavirustruth #CoronavirusWho #WuhanPneumonia #pandemic #SARSCoV2 ⚡️ “Debunking 13 of the biggest coronavirus myths” by @techinsider https://t.co/YQJrYTA2rT",Non-Asian Aggression
"@AOC your ignorance is showing!!   If, in fact, people were avoiding Chinese restaurants you call that  RACIST?  So tell me, If they go back to the Chinese restaurant to eat when the virus scare is over ... are they no longer racists?     I don’t get it @AOC.  🤔  #SOTSwamp",Hate
everyone’s only speaking up against racism towards asians because it’s relevant now but y’all didn’t give a shit about us when there wasn’t the coronavirus,Counterhate
"""In the West, China is seen as far and removed, and the Sinophobia there tends to be borne out of unfamiliarity. But in Asia and South East Asia it's borne out of too much familiarity.” Analysis written by @tessa_wong 👇",Neutral
"Dear Universe, May #coronavirus save humanity by turning us toward one another. May #CoronavirusPandemic remind us that borders between nations cannot quell radical human love in response to deep need. Thanks #China for teaching us how to be in #embodiedsolidarity with humanity",Counterhate
At the dr and the first thing they ask is if we’ve been to China in the last 4 days... Like ya bitch just hopped off my private jet this morning ... #coronavirus,Neutral
"@WhiteHouse House Dems want to pass a bill preventing  @realDonaldTrump  from enacting any travel ban at all because of the CoronaVirus. They called the China travel ban ""xenophobic"" and ""racist"".  Are they now going to call the EUROPE travel ban ""racist""??  Dems have lost their minds!",Non-Asian Aggression
FUCK CHINA FUCK TAIWAN FUCK CHINOS FUCK TAIWANESES FUCK HOMBRES FUCK CORONAVIRUS,Hate
"""The normal flu kills tens of thousands of people every year, and in the weeks since the coronavirus has emerged, will have killed more people around the world than the coronavirus has in China""  This is dangerous propaganda from a respected source",Neutral
"So not trying to be racist of course, but #China is the one who brought #fentanyl into our province &amp; it's pretty much killing off people worldwide &amp; now, it's China where this #coronavirus #COVID19 started hmmm... I always knew they were going to come at us somehow! Scary times!",Hate
“We’re having to fix a problem that four weeks ago nobody ever thought would be a problem... You read about them from 1917... this came out of nowhere and actually it came out of China which is the way it works” -The Actual fucking President of the United States. @POTUS  #COVID19,Non-Asian Aggression
He was hit by a stray bullet meant for Chinese called Hoo Lee Shit 😂,Neutral
and our shit come straight from China,Hate
Fuck the Chinese government,Hate
"The thing is, this type of racism towards Asians is not new—it’s BEEN a thing; yet, for some reason, it’s never really been publicized very much. And guess who’s being attacked in greater numbers because of the coronavirus? Do the fucking math, no pun intended.",Counterhate
"Things that aren't actually to blame for coronavirus:  1) The Rothschilds (aka Jews) 2) The New World Order (aka Jews) 3) The Illuminati (aka Jews) 4) The Chinese (aka the Chinese)  Things that are to blame:  1) Evolution (and no, Charles Darwin wasn't Jewish, despite the beard)",Counterhate
@WatchdogsU @AnnLinde Swedish sanctions would not be affective. Since we are a small country. Would be like piss in rhe ocean. I would tell the chinese ambassador that he is not welcome in Sweden and fuck of to China. And hope he gets the coronavirus.,Non-Asian Aggression
The MSM gives you disinfectants that MAY kill the virus.  The disinfectant that KILLS the virus is Virkon S. It's being used by many Asian countries governments including China.  Ask yourself why Virkon S wasn't on this list? #coronavirus https://t.co/SengnW4vpW,Neutral
"@KernoNowell @Braveheart_USA Yep, this is the 5th strain. The flu kills over 60,000 people a year in the United States and they're concerned about the coronavirus? The US isn't a third world country like China with citizens who have poor health, sanitation, and healthcare.",Neutral
"So China has ramped up its lying about the Coronavirus to the point where they're saying, ""We know these new numbers are completely absurd, we know you won't believe us, and we don't care.""  I guess they've officially ran out of fucks to give.",Hate
You'd think that with the coronavirus white people would start taking care of their hygiene and wash their hands and such but nOPE they just found it as an excuse to be racist to asian people. Typical white people culture,Counterhate
"Another University Propogandist Bull Shit, Diabetes in China your Crazy ? Besides this threath of the Corona Virus disease in China, Most Chinese people are the healthiest in the world. Fake University",Counterhate
Coronavirus: China Achieves Notable Results In Blocking COVID-19 Human-To-Human Transmission https://t.co/nsiu9KMSMW via @silverbirdtv,Counterhate
"Although the data for non-Asians is limited, the limited data shows those of African descent has the lowest chance of getting the Coronavirus.  So y'all niggas relax and sit this out. It isn't about you 😂 https://t.co/XKChi1If0s",Neutral
"it breaks my heart that you fucking racists are telling every asian person that they have the coronavirus, meanwhile everyone in china are fighting so hard to not get this and are crying because they are losing their families",Counterhate
"""In the West, China is seen as far and removed, and the Sinophobia there tends to be borne out of unfamiliarity. But in Asia and South East Asia it's borne out of too much familiarity,"" Professor Donald Low, Hong Kong #coronavirus #China",Neutral
"https://t.co/K2B7rJjQWy https://t.co/wEuaofHUSP italy, iran, soon-to-be everyone else: fuck you, china!  china: no, fuck you!   #fromchinawithlove",Hate
"@PalomaRBLX @CommandMidnight @discordapp shut your bitch ass the fuck up black stupid ass asian nigger stop giving the literal entire world coronavirus stupid ass ur that type of person that would perfectly fit on r/iamapieceofshit and you probably cry because u go on the back seat on ur nonexistant ""rich dad""",Hate
@cnnbrk Time to hold countries like China liable for there reckless global spread of coronavirus. International  Laws should be adopted making countries pay $Billion$ in fines for there lack of managing there countries health issues which now has effected the worlds health and economy.,Hate
So @realDonaldTrump can’t do any part of his job but he especially can’t deal with this too much science he needs to listen to others  he’s fired anyone competent to handle this he’s too busy kissing China’s ass so new world pandemic here we come,Non-Asian Aggression
China leaked that shit from a lab 100%,Hate
